ダウンロードした時刻：2022/05/27 22:22:33

,高松,高松,高松,高松,高松,高松,高松,高松,高松,高松,高松,高松,高松
2019/1/3 13:00:00,10.3,8,1,1.0,0,8,1,2.05,8,1,41,8,1
2019/1/3 14:00:00,9.1,8,1,0.3,0,8,1,0.89,8,1,45,8,1
2019/1/3 15:00:00,9.7,8,1,0.9,0,8,1,1.21,8,1,45,8,1
2019/1/3 16:00:00,9.5,8,1,1.0,0,8,1,0.82,8,1,46,8,1
2019/1/3 17:00:00,8.4,8,1,0.6,0,8,1,0.21,8,1,50,8,1
2019/1/3 18:00:00,7.2,8,1,0.0,0,8,1,0.00,8,1,55,8,1
2019/1/3 19:00:00,6.7,8,1,0,1,8,1,0,8,1,57,8,1
2019/1/3 20:00:00,5.9,8,1,0,1,8,1,0,8,1,61,8,1
2019/1/3 21:00:00,5.7,8,1,0,1,8,1,0,8,1,62,8,1
2019/1/3 22:00:00,5.1,8,1,0,1,8,1,0,8,1,64,8,1
2019/1/3 23:00:00,4.1,8,1,0,1,8,1,0,8,1,69,8,1
2019/1/4 00:00:00,2.8,8,1,0,1,8,1,0,8,1,74,8,1
2019/1/4 1:00:00,2.6,8,1,0,1,8,1,0,8,1,75,8,1
2019/1/4 2:00:00,2.2,8,1,0,1,8,1,0,8,1,77,8,1
2019/1/4 3:00:00,1.6,8,1,0,1,8,1,0,8,1,78,8,1
2019/1/4 4:00:00,1.2,8,1,0,1,8,1,0,8,1,81,8,1
2019/1/4 5:00:00,1.0,8,1,0,1,8,1,0,8,1,81,8,1
2019/1/4 6:00:00,1.1,8,1,0,1,8,1,0,8,1,81,8,1
2019/1/4 7:00:00,1.2,8,1,0,1,8,1,0.00,8,1,80,8,1
2019/1/4 8:00:00,1.9,8,1,0.6,0,8,1,0.13,8,1,77,8,1
2019/1/4 9:00:00,3.7,8,1,1.0,0,8,1,0.68,8,1,70,8,1
2019/1/4 10:00:00,7.5,8,1,1.0,0,8,1,1.26,8,1,55,8,1
2019/1/4 11:00:00,8.9,8,1,1.0,0,8,1,1.72,8,1,48,8,1
2019/1/4 12:00:00,10.0,8,1,1.0,0,8,1,1.98,8,1,51,8,1
2019/1/4 13:00:00,10.1,8,1,1.0,0,8,1,2.00,8,1,48,8,1
2019/1/4 14:00:00,10.1,8,1,1.0,0,8,1,1.81,8,1,49,8,1
2019/1/4 15:00:00,10.2,8,1,0.6,0,8,1,1.09,8,1,51,8,1
2019/1/4 16:00:00,9.6,8,1,0.1,0,8,1,0.54,8,1,52,8,1
2019/1/4 17:00:00,9.1,8,1,0.1,0,8,1,0.16,8,1,63,8,1
2019/1/4 18:00:00,8.4,8,1,0.0,0,8,1,0.00,8,1,67,8,1
2019/1/4 19:00:00,8.1,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/4 20:00:00,7.8,8,1,0,1,8,1,0,8,1,70,8,1
2019/1/4 21:00:00,7.8,8,1,0,1,8,1,0,8,1,69,8,1
2019/1/4 22:00:00,7.6,8,1,0,1,8,1,0,8,1,71,8,1
2019/1/4 23:00:00,7.6,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/5 00:00:00,8.2,8,1,0,1,8,1,0,8,1,64,8,1
2019/1/5 1:00:00,8.0,8,1,0,1,8,1,0,8,1,67,8,1
2019/1/5 2:00:00,8.9,8,1,0,1,8,1,0,8,1,62,8,1
2019/1/5 3:00:00,8.7,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/5 4:00:00,8.9,8,1,0,1,8,1,0,8,1,64,8,1
2019/1/5 5:00:00,8.7,8,1,0,1,8,1,0,8,1,72,8,1
2019/1/5 6:00:00,9.2,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/5 7:00:00,8.6,8,1,0,1,8,1,0.00,8,1,76,8,1
2019/1/5 8:00:00,10.1,8,1,0.0,0,8,1,0.00,8,1,75,8,1
2019/1/5 9:00:00,9.7,8,1,0.0,0,8,1,0.05,8,1,78,8,1
2019/1/5 10:00:00,9.8,8,1,0.0,0,8,1,0.12,8,1,70,8,1
2019/1/5 11:00:00,9.9,8,1,0.0,0,8,1,0.18,8,1,68,8,1
2019/1/5 12:00:00,10.0,8,1,0.0,0,8,1,0.27,8,1,65,8,1
2019/1/5 13:00:00,10.4,8,1,0.0,0,8,1,0.41,8,1,62,8,1
2019/1/5 14:00:00,10.7,8,1,0.0,0,8,1,0.36,8,1,61,8,1
2019/1/5 15:00:00,11.3,8,1,0.5,0,8,1,0.94,8,1,55,8,1
2019/1/5 16:00:00,11.3,8,1,0.9,0,8,1,0.66,8,1,53,8,1
2019/1/5 17:00:00,10.4,8,1,0.6,0,8,1,0.21,8,1,54,8,1
2019/1/5 18:00:00,9.5,8,1,0.0,0,8,1,0.00,8,1,58,8,1
2019/1/5 19:00:00,7.8,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/5 20:00:00,9.3,8,1,0,1,8,1,0,8,1,57,8,1
2019/1/5 21:00:00,8.7,8,1,0,1,8,1,0,8,1,55,8,1
2019/1/5 22:00:00,7.9,8,1,0,1,8,1,0,8,1,55,8,1
2019/1/5 23:00:00,8.8,8,1,0,1,8,1,0,8,1,50,8,1
2019/1/6 00:00:00,8.4,8,1,0,1,8,1,0,8,1,52,8,1
2019/1/6 1:00:00,8.0,8,1,0,1,8,1,0,8,1,55,8,1
2019/1/6 2:00:00,7.4,8,1,0,1,8,1,0,8,1,60,8,1
2019/1/6 3:00:00,5.3,8,1,0,1,8,1,0,8,1,69,8,1
2019/1/6 4:00:00,4.6,8,1,0,1,8,1,0,8,1,74,8,1
2019/1/6 5:00:00,3.6,8,1,0,1,8,1,0,8,1,80,8,1
2019/1/6 6:00:00,4.4,8,1,0,1,8,1,0,8,1,77,8,1
2019/1/6 7:00:00,5.6,8,1,0,1,8,1,0.00,8,1,75,8,1
2019/1/6 8:00:00,5.4,8,1,0.0,0,8,1,0.01,8,1,77,8,1
2019/1/6 9:00:00,6.7,8,1,0.0,0,8,1,0.11,8,1,66,8,1
2019/1/6 10:00:00,7.0,8,1,0.0,0,8,1,0.40,8,1,63,8,1
2019/1/6 11:00:00,7.9,8,1,0.3,0,8,1,1.01,8,1,60,8,1
2019/1/6 12:00:00,7.8,8,1,0.0,0,8,1,1.32,8,1,61,8,1
2019/1/6 13:00:00,8.3,8,1,0.1,0,8,1,1.22,8,1,59,8,1
2019/1/6 14:00:00,8.5,8,1,0.3,0,8,1,1.16,8,1,56,8,1
2019/1/6 15:00:00,8.7,8,1,0.6,0,8,1,1.09,8,1,55,8,1
2019/1/6 16:00:00,8.4,8,1,0.2,0,8,1,0.41,8,1,55,8,1
2019/1/6 17:00:00,8.3,8,1,0.0,0,8,1,0.09,8,1,53,8,1
2019/1/6 18:00:00,7.8,8,1,0.0,0,8,1,0.00,8,1,57,8,1
2019/1/6 19:00:00,7.2,8,1,0,1,8,1,0,8,1,58,8,1
2019/1/6 20:00:00,7.2,8,1,0,1,8,1,0,8,1,57,8,1
2019/1/6 21:00:00,6.8,8,1,0,1,8,1,0,8,1,61,8,1
2019/1/6 22:00:00,5.7,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/6 23:00:00,5.4,8,1,0,1,8,1,0,8,1,71,8,1
2019/1/7 00:00:00,5.1,8,1,0,1,8,1,0,8,1,74,8,1
2019/1/7 1:00:00,5.2,8,1,0,1,8,1,0,8,1,74,8,1
2019/1/7 2:00:00,4.3,8,1,0,1,8,1,0,8,1,78,8,1
2019/1/7 3:00:00,3.5,8,1,0,1,8,1,0,8,1,81,8,1
2019/1/7 4:00:00,2.7,8,1,0,1,8,1,0,8,1,83,8,1
2019/1/7 5:00:00,1.9,8,1,0,1,8,1,0,8,1,83,8,1
2019/1/7 6:00:00,1.7,8,1,0,1,8,1,0,8,1,82,8,1
2019/1/7 7:00:00,1.3,8,1,0,1,8,1,0.00,8,1,83,8,1
2019/1/7 8:00:00,1.8,8,1,0.6,0,8,1,0.12,8,1,80,8,1
2019/1/7 9:00:00,4.1,8,1,1.0,0,8,1,0.65,8,1,71,8,1
2019/1/7 10:00:00,6.4,8,1,0.6,0,8,1,1.03,8,1,63,8,1
2019/1/7 11:00:00,7.8,8,1,0.2,0,8,1,1.11,8,1,55,8,1
2019/1/7 12:00:00,9.6,8,1,0.8,0,8,1,1.79,8,1,48,8,1
2019/1/7 13:00:00,9.5,8,1,0.9,0,8,1,1.83,8,1,54,8,1
2019/1/7 14:00:00,10.8,8,1,0.5,0,8,1,1.30,8,1,45,8,1
2019/1/7 15:00:00,11.3,8,1,1.0,0,8,1,1.40,8,1,44,8,1
2019/1/7 16:00:00,10.8,8,1,1.0,0,8,1,0.83,8,1,46,8,1
2019/1/7 17:00:00,9.9,8,1,0.8,0,8,1,0.25,8,1,54,8,1
2019/1/7 18:00:00,9.2,8,1,0.0,0,8,1,0.00,8,1,59,8,1
2019/1/7 19:00:00,8.3,8,1,0,1,8,1,0,8,1,62,8,1
2019/1/7 20:00:00,7.7,8,1,0,1,8,1,0,8,1,66,8,1
2019/1/7 21:00:00,8.2,8,1,0,1,8,1,0,8,1,65,8,1
2019/1/7 22:00:00,7.6,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/7 23:00:00,7.3,8,1,0,1,8,1,0,8,1,70,8,1
2019/1/8 00:00:00,7.3,8,1,0,1,8,1,0,8,1,70,8,1
2019/1/8 1:00:00,6.0,8,1,0,1,8,1,0,8,1,75,8,1
2019/1/8 2:00:00,5.6,8,1,0,1,8,1,0,8,1,75,8,1
2019/1/8 3:00:00,5.2,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/8 4:00:00,4.4,8,1,0,1,8,1,0,8,1,80,8,1
2019/1/8 5:00:00,5.0,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/8 6:00:00,4.5,8,1,0,1,8,1,0,8,1,80,8,1
2019/1/8 7:00:00,4.8,8,1,0,1,8,1,0.00,8,1,79,8,1
2019/1/8 8:00:00,5.5,8,1,0.0,0,8,1,0.06,8,1,77,8,1
2019/1/8 9:00:00,7.1,8,1,0.0,0,8,1,0.35,8,1,73,8,1
2019/1/8 10:00:00,9.5,8,1,0.4,0,8,1,0.82,8,1,61,8,1
2019/1/8 11:00:00,11.1,8,1,0.8,0,8,1,1.40,8,1,51,8,1
2019/1/8 12:00:00,11.6,8,1,0.6,0,8,1,1.38,8,1,44,8,1
2019/1/8 13:00:00,12.0,8,1,1.0,0,8,1,1.96,8,1,42,8,1
2019/1/8 14:00:00,11.7,8,1,0.8,0,8,1,1.52,8,1,42,8,1
2019/1/8 15:00:00,11.8,8,1,0.6,0,8,1,0.89,8,1,43,8,1
2019/1/8 16:00:00,11.4,8,1,0.9,0,8,1,0.70,8,1,44,8,1
2019/1/8 17:00:00,10.6,8,1,0.5,0,8,1,0.21,8,1,52,8,1
2019/1/8 18:00:00,9.6,8,1,0.0,0,8,1,0.00,8,1,56,8,1
2019/1/8 19:00:00,8.3,8,1,0,1,8,1,0,8,1,59,8,1
2019/1/8 20:00:00,9.5,8,1,0,1,8,1,0,8,1,44,8,1
2019/1/8 21:00:00,8.6,8,1,0,1,8,1,0,8,1,49,8,1
2019/1/8 22:00:00,8.1,8,1,0,1,8,1,0,8,1,50,8,1
2019/1/8 23:00:00,7.9,8,1,0,1,8,1,0,8,1,48,8,1
2019/1/9 00:00:00,7.8,8,1,0,1,8,1,0,8,1,47,8,1
2019/1/9 1:00:00,7.7,8,1,0,1,8,1,0,8,1,45,8,1
2019/1/9 2:00:00,7.1,8,1,0,1,8,1,0,8,1,43,8,1
2019/1/9 3:00:00,6.9,8,1,0,1,8,1,0,8,1,45,8,1
2019/1/9 4:00:00,6.7,8,1,0,1,8,1,0,8,1,46,8,1
2019/1/9 5:00:00,5.7,8,1,0,1,8,1,0,8,1,57,8,1
2019/1/9 6:00:00,5.3,8,1,0,1,8,1,0,8,1,59,8,1
2019/1/9 7:00:00,4.7,8,1,0,1,8,1,0.00,8,1,57,8,1
2019/1/9 8:00:00,4.8,8,1,0.1,0,8,1,0.07,8,1,54,8,1
2019/1/9 9:00:00,4.8,8,1,0.0,0,8,1,0.22,8,1,64,8,1
2019/1/9 10:00:00,6.0,8,1,0.6,0,8,1,1.04,8,1,58,8,1
2019/1/9 11:00:00,6.8,8,1,0.9,0,8,1,1.66,8,1,48,8,1
2019/1/9 12:00:00,7.6,8,1,1.0,0,8,1,2.05,8,1,43,8,1
2019/1/9 13:00:00,6.5,8,1,0.1,0,8,1,0.66,8,1,46,8,1
2019/1/9 14:00:00,7.0,8,1,0.4,0,8,1,1.25,8,1,44,8,1
2019/1/9 15:00:00,6.8,8,1,0.5,0,8,1,0.91,8,1,39,8,1
2019/1/9 16:00:00,6.5,8,1,0.7,0,8,1,0.86,8,1,40,8,1
2019/1/9 17:00:00,6.2,8,1,0.0,0,8,1,0.12,8,1,43,8,1
2019/1/9 18:00:00,5.8,8,1,0.0,0,8,1,0.00,8,1,48,8,1
2019/1/9 19:00:00,5.6,8,1,0,1,8,1,0,8,1,50,8,1
2019/1/9 20:00:00,5.2,8,1,0,1,8,1,0,8,1,52,8,1
2019/1/9 21:00:00,5.1,8,1,0,1,8,1,0,8,1,53,8,1
2019/1/9 22:00:00,3.5,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/9 23:00:00,2.4,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/10 00:00:00,1.4,8,1,0,1,8,1,0,8,1,71,8,1
2019/1/10 1:00:00,0.9,8,1,0,1,8,1,0,8,1,75,8,1
2019/1/10 2:00:00,0.4,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/10 3:00:00,0.1,8,1,0,1,8,1,0,8,1,78,8,1
2019/1/10 4:00:00,-0.1,8,1,0,1,8,1,0,8,1,79,8,1
2019/1/10 5:00:00,0.1,8,1,0,1,8,1,0,8,1,78,8,1
2019/1/10 6:00:00,0.7,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/10 7:00:00,1.2,8,1,0,1,8,1,0.00,8,1,75,8,1
2019/1/10 8:00:00,2.1,8,1,0.0,0,8,1,0.02,8,1,71,8,1
2019/1/10 9:00:00,2.8,8,1,0.0,0,8,1,0.17,8,1,70,8,1
2019/1/10 10:00:00,3.8,8,1,0.0,0,8,1,0.23,8,1,66,8,1
2019/1/10 11:00:00,5.8,8,1,0.0,0,8,1,0.80,8,1,54,8,1
2019/1/10 12:00:00,7.4,8,1,0.1,0,8,1,1.05,8,1,54,8,1
2019/1/10 13:00:00,8.6,8,1,0.0,0,8,1,0.90,8,1,54,8,1
2019/1/10 14:00:00,9.3,8,1,0.0,0,8,1,0.75,8,1,51,8,1
2019/1/10 15:00:00,8.8,8,1,0.0,0,8,1,0.29,8,1,54,8,1
2019/1/10 16:00:00,8.5,8,1,0.0,0,8,1,0.11,8,1,57,8,1
2019/1/10 17:00:00,8.5,8,1,0.0,0,8,1,0.03,8,1,61,8,1
2019/1/10 18:00:00,8.3,8,1,0.0,0,8,1,0.00,8,1,63,8,1
2019/1/10 19:00:00,8.8,8,1,0,1,8,1,0,8,1,71,8,1
2019/1/10 20:00:00,8.8,8,1,0,1,8,1,0,8,1,74,8,1
2019/1/10 21:00:00,9.1,8,1,0,1,8,1,0,8,1,76,8,1
2019/1/10 22:00:00,9.4,8,1,0,1,8,1,0,8,1,75,8,1
2019/1/10 23:00:00,9.9,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/11 00:00:00,10.1,8,1,0,1,8,1,0,8,1,54,8,1
2019/1/11 1:00:00,9.9,8,1,0,1,8,1,0,8,1,56,8,1
2019/1/11 2:00:00,9.8,8,1,0,1,8,1,0,8,1,56,8,1
2019/1/11 3:00:00,9.6,8,1,0,1,8,1,0,8,1,54,8,1
2019/1/11 4:00:00,9.4,8,1,0,1,8,1,0,8,1,53,8,1
2019/1/11 5:00:00,8.7,8,1,0,1,8,1,0,8,1,58,8,1
2019/1/11 6:00:00,7.7,8,1,0,1,8,1,0,8,1,62,8,1
2019/1/11 7:00:00,6.9,8,1,0,1,8,1,0.00,8,1,65,8,1
2019/1/11 8:00:00,6.9,8,1,0.0,0,8,1,0.06,8,1,67,8,1
2019/1/11 9:00:00,8.8,8,1,0.7,0,8,1,0.58,8,1,61,8,1
2019/1/11 10:00:00,10.4,8,1,0.5,0,8,1,0.88,8,1,58,8,1
2019/1/11 11:00:00,11.5,8,1,0.6,0,8,1,1.22,8,1,48,8,1
2019/1/11 12:00:00,11.5,8,1,1.0,0,8,1,1.87,8,1,47,8,1
2019/1/11 13:00:00,11.6,8,1,1.0,0,8,1,2.15,8,1,45,8,1
2019/1/11 14:00:00,11.0,8,1,0.2,0,8,1,0.95,8,1,51,8,1
2019/1/11 15:00:00,10.7,8,1,0.0,0,8,1,0.46,8,1,51,8,1
2019/1/11 16:00:00,10.7,8,1,0.1,0,8,1,0.47,8,1,52,8,1
2019/1/11 17:00:00,10.6,8,1,0.1,0,8,1,0.19,8,1,50,8,1
2019/1/11 18:00:00,9.8,8,1,0.0,0,8,1,0.00,8,1,56,8,1
2019/1/11 19:00:00,8.3,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/11 20:00:00,7.7,8,1,0,1,8,1,0,8,1,68,8,1
2019/1/11 21:00:00,7.1,8,1,0,1,8,1,0,8,1,72,8,1
2019/1/11 22:00:00,7.8,8,1,0,1,8,1,0,8,1,69,8,1
2019/1/11 23:00:00,7.7,8,1,0,1,8,1,0,8,1,65,8,1
2019/1/12 00:00:00,7.7,8,1,0,1,8,1,0,8,1,64,8,1
2019/1/12 1:00:00,7.4,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/12 2:00:00,7.0,8,1,0,1,8,1,0,8,1,65,8,1
2019/1/12 3:00:00,7.2,8,1,0,1,8,1,0,8,1,62,8,1
2019/1/12 4:00:00,7.2,8,1,0,1,8,1,0,8,1,63,8,1
2019/1/12 5:00:00,7.2,8,1,0,1,8,1,0,8,1,64,8,1
2019/1/12 6:00:00,7.2,8,1,0,1,8,1,0,8,1,65,8,1
2019/1/12 7:00:00,6.9,8,1,0,1,8,1,0.00,8,1,68,8,1
2019/1/12 8:00:00,5.8,8,1,0.0,0,8,1,0.01,8,1,79,8,1
2019/1/12 9:00:00,5.4,8,1,0.0,0,8,1,0.06,8,1,83,8,1
2019/1/12 10:00:00,5.7,8,1,0.0,0,8,1,0.19,8,1,84,8,1
2019/1/12 11:00:00,5.5,8,1,0.0,0,8,1,0.31,8,1,86,8,1
2019/1/12 12:00:00,5.7,8,1,0.0,0,8,1,0.38,8,1,89,8,1
2019/1/12 13:00:00,6.1,8,1,0.0,0,8,1,0.35,8,1,87,8,1
2019/1/12 14:00:00,5.6,8,1,0.0,0,8,1,0.31,8,1,89,8,1
2019/1/12 15:00:00,6.1,8,1,0.0,0,8,1,0.42,8,1,83,8,1
2019/1/12 16:00:00,6.2,8,1,0.0,0,8,1,0.27,8,1,82,8,1
2019/1/12 17:00:00,6.2,8,1,0.0,0,8,1,0.08,8,1,81,8,1
2019/1/12 18:00:00,6.1,8,1,0.0,0,8,1,0.01,8,1,81,8,1
2019/1/12 19:00:00,6.1,8,1,0,1,8,1,0,8,1,84,8,1
2019/1/12 20:00:00,5.9,8,1,0,1,8,1,0,8,1,85,8,1
2019/1/12 21:00:00,5.4,8,1,0,1,8,1,0,8,1,92,8,1
2019/1/12 22:00:00,4.4,8,1,0,1,8,1,0,8,1,95,8,1
2019/1/12 23:00:00,3.7,8,1,0,1,8,1,0,8,1,97,8,1
2019/1/13 00:00:00,3.2,8,1,0,1,8,1,0,8,1,96,8,1
2019/1/13 1:00:00,2.8,8,1,0,1,8,1,0,8,1,95,8,1
2019/1/13 2:00:00,2.3,8,1,0,1,8,1,0,8,1,95,8,1
2019/1/13 3:00:00,2.2,8,1,0,1,8,1,0,8,1,95,8,1
2019/1/13 4:00:00,1.7,8,1,0,1,8,1,0,8,1,96,8,1
2019/1/13 5:00:00,1.4,8,1,0,1,8,1,0,8,1,96,8,1
2019/1/13 6:00:00,1.3,8,1,0,1,8,1,0,8,1,95,8,1
2019/1/13 7:00:00,1.4,8,1,0,1,8,1,0.00,8,1,95,8,1
2019/1/13 8:00:00,1.7,8,1,0.4,0,8,1,0.11,8,1,93,8,1
2019/1/13 9:00:00,3.7,8,1,0.5,0,8,1,0.54,8,1,89,8,1
2019/1/13 10:00:00,6.5,8,1,1.0,0,8,1,1.27,8,1,78,8,1
2019/1/13 11:00:00,8.3,8,1,1.0,0,8,1,1.76,8,1,64,8,1
2019/1/13 12:00:00,9.6,8,1,1.0,0,8,1,1.97,8,1,60,8,1
2019/1/13 13:00:00,9.6,8,1,1.0,0,8,1,2.11,8,1,55,8,1
2019/1/13 14:00:00,10.3,8,1,1.0,0,8,1,1.92,8,1,48,8,1
2019/1/13 15:00:00,10.8,8,1,1.0,0,8,1,1.54,8,1,43,8,1
2019/1/13 16:00:00,10.9,8,1,1.0,0,8,1,0.96,8,1,41,8,1
2019/1/13 17:00:00,10.3,8,1,1.0,0,8,1,0.33,8,1,43,8,1
2019/1/13 18:00:00,8.6,8,1,0.0,0,8,1,0.01,8,1,57,8,1
2019/1/13 19:00:00,7.3,8,1,0,1,8,1,0,8,1,65,8,1
2019/1/13 20:00:00,6.4,8,1,0,1,8,1,0,8,1,66,8,1
2019/1/13 21:00:00,5.1,8,1,0,1,8,1,0,8,1,79,8,1
2019/1/13 22:00:00,4.1,8,1,0,1,8,1,0,8,1,80,8,1
2019/1/13 23:00:00,3.9,8,1,0,1,8,1,0,8,1,82,8,1
2019/1/14 00:00:00,2.8,8,1,0,1,8,1,0,8,1,85,8,1
2019/1/14 1:00:00,2.6,8,1,0,1,8,1,0,8,1,86,8,1
2019/1/14 2:00:00,2.1,8,1,0,1,8,1,0,8,1,88,8,1
2019/1/14 3:00:00,2.0,8,1,0,1,8,1,0,8,1,88,8,1
2019/1/14 4:00:00,1.9,8,1,0,1,8,1,0,8,1,88,8,1
2019/1/14 5:00:00,1.2,8,1,0,1,8,1,0,8,1,89,8,1
2019/1/14 6:00:00,1.2,8,1,0,1,8,1,0,8,1,90,8,1
2019/1/14 7:00:00,1.3,8,1,0,1,8,1,0.00,8,1,89,8,1
